#,ingredient_name,serving_quantity,serving_unit,serving_weight_grams,sugar_mg,iron_mg,calcium_mg,sodium_mg,protein_mg,cholesterol_mg,potassium_mg,lactose_mg,vitamin_C_mg,saturated_fat_mg,trans_fat_mg,dietary_fiber_mg,calories_kcal,alcohol_mg,magnesium_mg,zinc_mg
940,fudge icing,2,tbsp creamy,41,23657,0.5822,3.28,75.03,451,0,80.36,0,0,2265.7,0,369,162.77,0,8.61,0.1189
941,garlic bread,1,slices,43,1586.7,1.3115,11.61,233.92,3594.8,0,44.29,0,0.086,2270.8,103.2,1075,150.5,0,9.89,0.3741
942,part skim ricotta cheese,0.5,cups,124,384.4,0.5456,337.28,122.76,14123.6,38.44,155,0,0,6109.5,0,0,171.12,0,18.6,1.6616
943,salmon filet,3,oz,85,0,0.289,7.65,50.15,17357,46.75,308.55,0,3.315,2592.5,0,0,176.8,0,22.95,0.306
944,steel cut oatmeal,1,cups,234,631.8,2.106,21.06,9.36,5943.6,0,163.8,0,0,725.4,2.3,3978,166.14,0,63.18,2.34
945,broccoli cheese soup,1,bowls,480.8,3518,1.303,588.7816,1765.8737,20774.4,88.1362,577.1593,64.8,52.5259,16902.2,827.6,3623,432.6213,0,55.6645,3.0657
946,bay leaves,1,leaves,0.2,0,0.086,1.668,0.046,15.2,0,1.058,0,0.093,4.6,0,52.6,0.626,0,0.24,0.0074
947,ouzo,1,shots,57,14970,0.0117,0.15,0.57,0,0,0.72,0,0,0,0,0,155.07,14028,0,0.0015
948,all purpose flour,1,cups,125,337.5,5.8,18.75,2.5,12912.5,0,133.75,0,0,193.8,0,3375,455,0,27.5,0.875
949,sweet cream butter,1,tbsp,14.2,8.5,0.0028,3.408,91.306,120.7,30.53,3.408,0,0,7294.3,465.5,0,101.814,0,0.284,0.0128
950,whole wheat rigatoni,1,cups,101.2,759,1.7406,13.156,4.048,6061.9,0,97.152,0,0,245.9,0,3946.8,150.788,0,54.648,1.3561
951,italian tomatoes,1,tomato,62,1630.6,0.1674,6.2,3.1,545.6,0,146.94,0,8.494,17.4,0,744,11.16,0,6.82,0.1054
952,dried pineapple,1,oz,28.35,20782.5,0.0342,1.2855,0.2835,45.1,0,9.5015,0,3.9913,0.8,0,116.9,81.575,0,1.002,0.012
953,sugar cookie dough,1,cookie 1 pre-sliced cookie dough,26,9492.6,0.481,2.08,85.28,1040,2.86,38.22,0,0,1288.3,0,234,113.36,0,1.82,0.0624
954,mussels,1,cups,150,0,5.925,39,429,17850,42,480,0,12,637.5,0,0,129,0,51,2.4
955,condensed tomato soup,0.5,cups,124,10205.2,0.7316,16.12,467.48,1810.4,0,696.88,0,5.952,0,0,1364,88.04,0,17.36,0.2232
956,egg noodle,1,cups,38,714.4,1.5238,13.3,7.98,5380.8,31.92,92.72,0,0,448.4,23.2,1254,145.92,0,22.04,0.7296
957,water,1,servings,237,0,0,7.11,9.48,0,0,0,0,0,0,0,0,0,0,2.37,0.0237
958,dill pickle relish,1,tbsp,15,160.5,0.039,8.55,121.35,75,0,17.55,0,0.345,11.9,0,150,1.8,0,1.05,0.015
959,cherry jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
960,chicken leg,3,oz,85,0,0.5865,7.65,71.4,13914.5,79.05,172.55,0,0.17,3711.1,51,0,181.9,0,16.15,1.2495
961,vegetarian beef crumbles,0.5,cups,55.75,2.4,2.1852,28.1353,435.2395,13371.8,0,13.7333,0,0,292.1,11.9,48,84.1202,0,6.9098,0.625
962,green bell pepper,1,cups,149,3576,0.5066,14.9,4.47,1281.4,0,260.75,0,119.796,86.4,0,2533,29.8,0,14.9,0.1937
963,frosting,2,tbsp creamy,41,23657,0.5822,3.28,75.03,451,0,80.36,0,0,2265.7,0,369,162.77,0,8.61,0.1189
964,balsamic salad dressing,2,tbsp,29.4,3166.4,0.0764,3.822,291.942,120.5,0,24.696,0,0.1176,866.7,19.7,0,70.56,0,1.47,0.0206
965,bonito flakes,0.33,cups,3.5,0,0.0875,5.6,245.945,2198.7,5.32,51.03,0,0.1225,16.2,0,0,10.15,0,4.655,0.0557
966,celery root,1,cups,156,2496,1.092,67.08,156,2340,0,468,0,12.48,123.2,0,2808,65.52,0,31.2,0.5148
967,whole grain english muffins,1,muffin,66,5339.4,1.617,174.9,240.24,5808,0,138.6,0,0,220.4,0,4422,133.98,0,46.86,1.056
968,jennie o lean ground turkey,4,oz,112,0,1.08,20,80,21000,80,0,0,0,2500,0,0,170,0,0,0
969,nectarine,1,"large (2-3/4"" dia)",156,12308.4,0.4368,9.36,0,1653.6,0,313.56,0,8.424,39,0,2652,68.64,0,14.04,0.2652
970,tartar sauce,2,tbsp,30,1275,0.075,7.8,200.1,300,2.1,20.4,0,0.69,999.9,0,150,63.3,0,1.8,0.036
971,hot cocoa mix,3,tsp,28,18354,0.3332,37.24,141.12,1867.6,0,199.36,0,0.056,665.6,0,1036,111.44,0,23.24,0.4088
972,pasta shells,1,cups,91,2429.7,3.003,19.11,5.46,11866.4,0,202.93,0,0,252.1,0,2912,337.61,0,48.23,1.2831
973,cream of chicken soup,0.5,cups,126,680.4,1.3356,17.64,884.52,2998.8,10.08,61.74,0,0.126,2138.2,0,0,113.4,0,5.04,0.3654
974,french toast,1,slices,83.55,3982.3,1.6898,66.1465,237.2324,7283.9,129.2775,96.6987,0,0.091,5176.3,242.2,1106.9,219.4232,90.3,12.1661,0.6835
975,cinnamon,1,tsp,2.6,56.4,0.2163,26.052,0.26,103.7,0,11.206,0,0.0988,9,0,1380.6,6.422,0,1.56,0.0476
976,egg substitute,0.5,cups,120,2400,2.376,87.6,238.8,12000,0,255.6,0,0.6,0,0,0,57.6,0,18,1.176
977,hellmans mayonnaise,1,tbsp,14,0,0,0,95,0,5,0,0,0,1500,0,0,100,0,0,0
978,2% greek yogurt,1,containers,200,7120,0.08,230,68,19900,20,282,5840,1.6,2460,120,0,146,0,22,1.2
979,ground nutmeg,1,tsp,2.2,65.8,0.0669,4.048,0.352,128.5,0,7.7,0,0.066,570.7,0,457.6,11.55,0,4.026,0.0473
980,sweet onions,1,onion,331,16616.2,0.8606,66.2,26.48,2648,0,393.89,66.2,15.888,0,0,2979,105.92,0,29.79,0.4303
981,toffee bits,1,tbsp,15,9520.5,0.0045,5.1,20.25,160.5,15.6,7.65,0,0.03,3084.8,101.1,0,84,0,0.6,0.018
982,radish,1,"medium (3/4"" to 1"" dia)",4.5,83.7,0.0153,1.125,1.755,30.6,0,10.485,0,0.666,1.4,0,72,0.72,0,0.45,0.0126
983,beef franks,1,frankfurter,50,655,0.6,6,496,5580,27.5,158,0,0,5489.5,0,0,158,0,4.5,1.015
984,mexican cheese,0.25,cups,28,344.4,0.1652,184.52,94.64,6591.2,26.6,23.8,22.4,0,4767.6,0,0,100.24,0,7,0.8428
985,vodka,1.5,floz,42,0,0.0042,0,0.42,0,0,0.42,0,0,0,0,0,97.02,14028,0,0
986,pork leg,1,oz,28.35,0,0.241,1.4175,13.3245,4941.4,20.6955,89.3025,0,0.1985,1854.1,0,0,69.4575,0,5.67,0.5472
987,ragu classic alfredo sauce,0.25,cups,61,500,0,20,330,1000,20,0,0,0,2500,0,0,90,0,0,0
988,lemon vinaigrette,2,tbsp,30,141.3,0.2759,8.2078,251.4188,216.4,0,18.2687,0,1.1211,1886,0.4,294,125.721,0,3.3171,0.0414
989,bacon fat,1,tsp,4.3,0,0,0,6.45,0,4.085,0,0,0,1677.2,0,0,38.571,0,0,0.0047
990,hash brown,1,patties,53,296.8,0.318,10.07,299.98,1367.4,0,188.15,0,2.862,1346.2,29.7,1431,144.16,0,11.13,0.1908
991,golden delicious apple,1,medium,169,16967.6,0.2197,10.14,3.38,473.2,0,169,0,0,0,0,4056,96.33,0,8.45,0.0676
992,golden beets,1,cups,136,9193.6,1.088,21.76,106.08,2189.6,0,442,0,6.664,36.7,0,3808,58.48,0,31.28,0.476
993,butter sauce,2,tbsp,34.26,546.8,0.0935,6.393,144.4707,244,23.9279,31.3612,27.2,0.8697,5681.7,360.3,154.3,95.0255,1514,2.8539,0.0528
994,flatbreads,1,flatbread,85.05,1105.7,2.2283,73.143,455.868,7739.6,0,102.06,0,0,141.2,0,1871.1,233.8875,0,22.113,0.7144
995,spagetti,1,cups,91,2429.7,3.003,19.11,5.46,11866.4,0,202.93,0,0,252.1,0,2912,337.61,0,48.23,1.2831
996,hearts of palm,1,pieces,33,0,1.0329,19.14,140.58,831.6,0,58.41,0,2.607,42.9,0,792,9.24,0,12.54,0.3795
997,saltine,1,cracker square,3,38.7,0.1671,0.57,28.23,283.8,0,4.56,0,0,49.6,5,84,12.54,0,0.69,0.0207
998,char fillets,3,oz,85,0,0.289,7.65,50.15,17357,46.75,308.55,0,3.315,2592.5,0,0,176.8,0,22.95,0.306
999,sake,6,floz,174.6,0,0.1746,8.73,3.492,873,0,43.65,0,0,0,0,0,233.964,28110.6,10.476,0.0349
1000,chipotle paste,1,tsp,5,193.3,0.0714,0.8679,50.6639,101.5,0.0379,17.0297,0,3.0639,14.9,3.6,121,3.6893,0,1.0018,0.0133
1001,orange peppers,1,"pepper, large",186,0,0.8556,20.46,3.72,1860,0,394.32,0,341.31,57.7,0,1674,50.22,0,22.32,0.3162
1002,cocktail onions,10,pieces,1,40.9,0.0021,0.2304,14.2498,10.6,0,1.4094,0,0.0713,0.4,0,16.4,0.3853,0,0.0967,0.0017
1003,sweetcorn,1,cups,145,9077,0.754,2.9,21.75,4741.5,0,391.5,0,9.86,471.3,0,2900,124.7,0,53.65,0.667
1004,part skim mozzarella,1,cups,132,2508,0.2904,920.04,879.12,31350,84.48,248.16,1478.4,0,14909.4,950.4,0,389.4,0,35.64,4.7784
1005,coconut yogurt,1,containers,170,32300,0.119,258.4,98.6,7480,3.4,329.8,0,1.19,202.3,0,0,161.5,0,25.5,1.258
1006,hot chili,1,pepper,73,2277.6,0.365,5.11,856.29,657,0,136.51,0,49.64,7.3,0,949,15.33,0,10.22,0.1241
1007,sweetened coconut flakes,1,cups,85,31237.5,1.2835,9.35,242.25,2660.5,0,306.85,0,0,22436.6,1.7,8415,387.6,0,43.35,0.6035
1008,yoghurt,1,containers,170,11968,0.136,311.1,119,8925,10.2,397.8,0,1.36,1700,0,0,107.1,0,28.9,1.513
1009,sweetened red bean paste,1,cups,320,101203.5,3.4551,130.458,525.8667,18134.3,0,631.3275,0,0.4545,411.3,0,12498.6,640.742,0,68.1739,1.7136
1010,whole wheat bread,1,slices,32,1388.8,0.7904,51.52,145.6,3984,0,81.28,3.2,0,231,6.4,1920,80.64,0,24,0.5664
1011,honey mustard sauce,2,tbsp,30,4752,0.087,3.6,153.6,261,8.7,6,0,0.06,1500,0,120,139.2,0,1.5,0.042
1012,butternut squash,1,cups,140,3080,0.98,67.2,5.6,1400,0,492.8,0,29.4,29.4,0,2800,63,0,47.6,0.21
1013,roasting chicken,1,chicken,920,0,8.28,101.2,644,171120,690,1738.8,0,14.72,39652,892.4,0,1978,0,184,12.052
1014,lamb shanks,3,oz,85,0,1.819,17,61.2,24114.5,90.1,218.45,0,0,4785.5,0,0,206.55,0,18.7,6.5365
1015,leg of lamb,3,oz,85,0,1.683,9.35,56.1,21717.5,79.05,266.05,0,0,5856.5,0,0,219.3,0,20.4,3.74
1016,plum tomato,1,plum tomato,62,1630.6,0.1674,6.2,3.1,545.6,0,146.94,0,8.494,17.4,0,744,11.16,0,6.82,0.1054
1017,chicken fillet,3,oz,85,0,0.3145,4.25,38.25,19125,62.05,283.9,0,0,478.6,6,0,102,0,23.8,0.578
1018,pancit,1,servings,419.7,4796.8,2.641,76.7962,1474.3747,27842.6,61.2349,523.9146,0,37.6945,1914.4,117,5146.1,425.6606,0,49.6494,2.0944
1019,rolo candy,7,pieces,42,26850.6,0.1764,60.9,78.96,2133.6,5.04,78.96,0,0.378,6107.6,0,378,199.08,0,0,0
1020,chocolate,1,pieces,7,3605,0.1645,13.23,5.53,535.5,1.61,26.04,0,0,1295.6,0,238,37.45,0,4.41,0.161
1021,poblano peppers,1,pepper,64,1536,0.2176,6.4,1.92,550.4,0,112,0,51.456,37.1,0,1088,12.8,0,6.4,0.0832
1022,beers,1,cans,356,0,0.0712,14.24,14.24,1637.6,0,96.12,0,0,0,0,0,153.08,13884,21.36,0.0356
1023,olive,1,olive,3.8,0,0.1254,3.344,27.93,31.9,0,0.304,0,0.0342,53.8,0,121.6,4.37,0,0.152,0.0084
1024,bourbon,1,shots,42,0,0.0168,0,0.42,0,0,0.84,0,0,0,0,0,97.02,14028,0,0.0168
1025,spearmint,2,tbsp,11.4,0,1.3532,22.686,3.42,375.1,0,52.212,0,1.5162,21.8,0,775.2,5.016,0,7.182,0.1243
1026,beets greens,1,tbsp chopped,15,435,0.045,2.4,37.2,115.5,0,16.2,0,0.39,2.4,0,255,3.9,0,0.9,0.0105
1027,beef mince,4,oz,113,0,2.1922,20.34,74.58,19402.1,80.23,305.1,0,0,8566.5,1333.4,0,287.02,0,19.21,4.7234
1028,cheese ravioli,1,ravioli,23,123.2,0.2139,27.944,60.4504,2123.9,5.3787,14.7836,1.9,0,907.7,0,249.9,41.1279,0,3.7418,0.2244
1029,walnut butter,2,tbsp,32,835.2,0.9312,31.36,0.64,4873.6,0,141.12,0,0.416,1960.3,0,2144,209.28,0,50.56,0.9888
1030,pizza doughs,1,oz,28.35,576.2,0.7502,2.8511,101.5865,1758.5,0,19.6205,0,0.0008,113.9,30,501.5,71.5026,0,3.7665,0.1338
1031,wheat chex,0.75,cups,47,4841,14.382,100.11,267.9,4606,0,173.43,0,6.016,188,0,5734,162.15,0,39.95,5.264
1032,steak sauce,1,tbsp,17,2000,0,0,280,0,0,0,0,0,0,0,0,15,0,0,0
1033,fat free skim milk,1,cups,245,12470.5,0.0735,298.9,102.9,8256.5,4.9,382.2,12470.5,0,137.2,0,0,83.3,0,26.95,1.029
1034,dark beer,1,bottles,435,360,0.134,16,16.35,960,0,84.7,0,0,0,0,0,196.85,24090,20,0.054
1035,kefir,1,cups,249,11735.5,0.1677,302.96,471.74,11234.7,10.44,389.95,0,2.45,1373.8,0,124,112.08,0,34.75,1.2762
1036,tostitos,1,chip,4.23,33,0.0643,4.4838,13.8744,300.3,0,7.6986,0,0,118.9,34.4,228.4,19.9656,0,3.5532,0.0584
1037,jiffy corn muffin,1,muffin,51,8185.5,0.9435,68.85,305.49,3360.9,29.07,67.83,535.5,0.051,1903.3,114.2,1173,168.3,0,8.67,0.3417
1038,soup,1,servings,248,669.6,1.6368,14.88,865.52,3149.6,12.4,54.56,0,0,649.8,7.4,496,62,0,9.92,0.3968
1039,dragon fruit,1,fruit,198,8990,0.31,36.94,6.92,1140,0,312,0,92.7,29,0,3000,61,0,17.98,0.1498
1040,cucumber salad dressing,2,tbsp,42.4,1701.3,0.0853,43.4371,161.2623,1211.5,9.2768,71.5161,487.3,0.8286,1596,113.8,113.2,40.1439,0,5.7216,0.2051
1041,meatball,4,medium meatballs,113.4,3935,2.0072,90.72,755.244,16329.6,74.844,335.664,986.6,0,8649,654.3,2608.2,324.324,0,35.154,1.8824
1042,toffee,1,pieces,12,7616.4,0.0036,4.08,16.2,128.4,12.48,6.12,0,0.024,2467.8,80.9,0,67.2,0,0.48,0.0144
1043,pickle,1,spear,35,374.5,0.091,19.95,283.15,175,0,40.95,0,0.805,27.7,0,350,4.2,0,2.45,0.035
1044,ribs,1,rib,50,0,0.455,7.5,40.5,7735,40,121,0,0,3764.5,111,0,138.5,0,8,1.25
1045,bisquick mix,1,cups,120,13980,3.324,214.8,1531.2,9600,2.4,195.6,0,0.36,4758,0,2520,513.6,0,30,0.72
1046,turbinado,1,tsp,4.6,4562.7,0.017,0.552,0.138,0,0,1.334,0,0,0,0,0,18.354,0,0.092,0.0014
1047,powdered milk,1,cups,68,35489.2,0.2108,837.08,373.32,23868,12.24,1159.4,0,3.808,317.6,0,0,243.44,0,79.56,2.9988
1048,mayonaise,1,tbsp,13.8,78.7,0.029,1.104,87.63,132.5,5.796,2.76,0,0,1615,25.8,0,93.84,0,0.138,0.0207
1049,dry sherry,1,floz,29,449.5,0.116,2.61,181.54,145,0,25.52,0,0,0,0,0,14.5,957,2.9,0.0232
1050,matzo,0.5,oz,14.2,41.2,0.4487,1.846,0,1420,0,15.904,0,0,32.1,0,426,56.09,0,3.55,0.0966
1051,mangetout,1,cups,98,3920,2.0384,42.14,3.92,2744,0,196,0,58.8,38.2,0,2548,41.16,0,23.52,0.2646
1052,cornflakes,1,cups,28,2660,8.092,1.4,204.12,2100,0,47.04,0,5.88,32.5,0,924,99.96,0,10.92,0.28
1053,fish cake,1,cake,120,485.4,0.4321,14.1484,239.9719,12543.9,67.2836,347.7748,0,6.6235,1937.2,133.2,835.5,174.958,0,24.7673,0.4684
1054,earth balance,1,tbsp,14.2,0,0,0.426,93.294,31.2,0,2.414,0,0.0142,2019.8,827.4,0,101.246,0,0.142,0
1055,lunch meat,1,slices,23,0,0.1334,1.15,294.17,3887,9.43,112.7,0,0,151.8,3.7,0,23,0,4.14,0.3634
1056,fig preserves,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
1057,unbaked pie crusts,1,pie crust (average weight),229,0,2.3358,22.9,936.61,6801.3,0,167.17,0,0,21974.8,0,4122,1019.05,0,18.32,0.458
1058,creole seasoning,1,tbsp,12.12,195.1,0.3945,10.8524,3266.1851,462.6,0,50.6042,0,0.8755,51.6,0,829.6,11.2965,0,4.8282,0.1076
1059,collards,1,cups,113,26747.1,0.452,689.3,774.05,12961.1,0,514.15,0,0.113,4193.4,0,0,280.24,0,46.33,2.1696
1060,fingerling potato,0.5,cups,85,773.5,0.2635,4.25,3.4,1589.5,0,322.15,0,11.05,22.1,0,1530,73.95,0,18.7,0.255
1061,kabocha squash,1,squash,1133.98,23586.8,6.4637,170.097,11.3398,8164.7,0,2608.154,0,53.2971,419.6,0,12473.8,226.796,0,102.0582,2.6082
1062,tostada shells,1,pieces,12.3,0,0.1882,9.348,80.811,756.5,0,29.151,0,0,862.4,20.1,713.4,58.302,0,9.348,0.1513
1063,pear juice,1,cups,249.6,18170.9,0,29.952,19.968,0,0,324.48,0,84.3648,0,0,249.6,117.312,0,19.968,0.1997
1064,beans,1,cups,254,20218.4,3.0226,86.36,871.22,12065,0,568.96,0,0,180.3,0,10414,238.76,0,68.58,5.7912
1065,medjool date,1,"date, pitted",24,15952.8,0.216,15.36,0.24,434.4,0,167.04,0,0,0,0,1608,66.48,0,12.96,0.1056
1066,cornflakes cereal,1,cups,28,2660,8.092,1.4,204.12,2100,0,47.04,0,5.88,32.5,0,924,99.96,0,10.92,0.28
1067,guanciale,1,oz,28.36,345.1,0.1423,3.1039,1041.5042,1622,22.4322,40.6173,0,0.0786,6301,0,67.6,165.3937,0,1.2656,0.2184
1068,unsalted butter,1,tbsp,14.2,8.5,0.0028,3.408,1.562,120.7,30.53,3.408,0,0,7169.4,0,0,101.814,0,0.284,0.0128
1069,honeycrisp apples,1,"medium (3"" dia)",182,18909.8,0.2184,10.92,1.82,473.2,0,194.74,0,8.372,51,0,4368,94.64,0,9.1,0.0728
1070,lamb shoulder,1,oz,28.35,0,0.4933,3.402,19.5615,5667.2,18.144,81.3645,0,0,527.3,0,0,37.422,0,7.0875,1.1765
1071,albacore tuna,1,cans,172,0,1.6684,24.08,648.44,40626.4,72.24,407.64,0,0,1362.2,0,0,220.16,0,56.76,0.8256
1072,unsalted almonds,1,cups,138,6706.8,5.1474,369.84,4.14,28924.8,0,983.94,0,0,5647,9.7,15042,825.24,0,385.02,4.5678
1073,shirataki noodles,4,oz,113,211.2,0.0935,4.97,4.37,414,0,60.06,0,0.228,5.4,0,354,21.42,0,4.97,0.0324
1074,gelatin,1,tbsp,7,0,0.0777,3.85,13.72,5992,0,1.12,0,0,4.9,0,0,23.45,0,1.54,0.0098
1075,yellow mustard,1,packets,5,46,0.0805,3.15,55.2,187,0,7.6,0,0.015,10.7,0.5,200,3,0,2.4,0.032
1076,pastina,1,cups,124.8,698.9,1.5974,8.736,1.248,7238.4,0,54.912,0,0,219.7,0,2246.4,197.184,0,22.464,0.6365
1077,date,1,"date, pitted",7.1,4497.9,0.0724,2.769,0.142,174,0,46.576,0,0.0284,2.3,0,568,20.022,0,3.053,0.0206
1078,peanut butter ice cream,1,cups,148,34515.2,1.5732,152.52,176.48,8524.8,44.88,423.4,0,0.924,10499,0,2496,379.2,0,66.92,1.1928
1079,dove,1,"bird, bone removed",111,0,6.5601,18.87,63.27,26529,128.76,284.16,0,3.219,4150.3,0,0,236.43,0,28.86,4.2513
1080,crepe,1,8-inch crepe,64.03,91.8,0.4199,32.3987,116.5148,3779.9,66.2577,61.5701,0,0.1633,2869.8,145.2,337.5,105.7978,0,7.0813,0.3503
1081,rice mix,0.5,cups,70,2681,2.324,20.3,759.5,7434,0,311.5,0,0,276.5,15.4,2170,254.1,0,25.9,0.721
1082,grated cheddar,0.25,cups,28.25,135.6,0.0396,200.575,184.4725,6460.8,27.9675,21.47,33.9,0,5329.9,259.1,0,114.13,0,7.6275,1.0283
1083,pizza sauce,0.25,cups,63,2381.4,0.567,34.02,219.24,1373.4,0,223.02,0,7.119,289.8,0,1260,34.02,0,13.23,0.1575
1084,curry,1,cups,234.57,2049.4,2.033,39.0754,72.7665,28248.3,74.0275,373.6133,0,4.8348,1490.1,187.3,1490.9,243.2584,0,39.3268,1.099
1085,kaffir lime leaves,1,leaves,0.2,0,0.086,1.668,0.046,15.2,0,1.058,0,0.093,4.6,0,52.6,0.626,0,0.24,0.0074
1086,beefsteak tomato,1,"large whole (3"" dia)",182,4786.6,0.4914,18.2,9.1,1601.6,0,431.34,0,24.934,51,0,2184,32.76,0,20.02,0.3094
1087,cooked pasta,1,cups,124,694.4,1.5872,8.68,1.24,7192,0,54.56,0,0,218.2,0,2232,195.92,0,22.32,0.6324
1088,whole wheat english muffins,1,muffin,66,5339.4,1.617,174.9,240.24,5808,0,138.6,0,0,220.4,0,4422,133.98,0,46.86,1.056
1089,plum jam,1,tbsp,20,9700,0.098,4,6.4,74,0,15.4,0,1.76,2,0,220,55.6,0,0.8,0.012
1090,mango,1,cups,165,22539,0.264,18.15,1.65,1353,0,277.2,0,60.06,151.8,0,2640,99,0,16.5,0.1485
1091,thai chili pepper,1,pepper,3,159,0.0309,0.42,0.27,56.1,0,9.66,0,4.311,1.3,0,45,1.2,0,0.69,0.0078
1092,tahini,1,tbsp,15,0,0.663,21.15,5.25,2610,0,68.85,0,0.63,1113.5,0,705,88.8,0,14.25,0.693
1093,vanilla sugar,1,tsp,4.21,4163.5,0.0021,0.0465,0.0456,0,0,0.1481,0,0,0,0,0,16.2494,15.1,0.0053,0.0005
1094,masa harina,1,cups,114,1835.4,9.69,157.32,5.7,9644.4,0,298.68,0,0,606.5,0,7296,413.82,0,106.02,2.052
1095,butter cake,1,pieces,67,27999.3,0.7169,41.54,180.23,2003.3,50.25,35.51,0,0,1967.1,0,201,261.97,0,4.02,0.1675
1096,graham cracker,1,cracker,15,3727.5,0.567,11.55,68.85,1003.5,0,25.5,0,0,245,8.3,510,64.5,0,6,0.144
1097,oat bran,1,cups,94,1363,5.0854,54.52,3.76,16262,0,532.04,0,0,1248.3,0,14476,231.24,0,220.9,2.9234
1098,broccoli slaw,1,oz,28.35,803.7,0.158,11.8361,10.8439,556.4,0,79.5218,29.8,15.6563,10.6,0,744.2,9.4972,0,4.6778,0.0879
1099,sweet red peppers,1,cups,149,6258,0.6407,10.43,5.96,1475.1,0,314.39,0,190.273,40.2,0,3129,46.19,0,17.88,0.3725
1100,crushed pineapple,1,cups,249,35980.5,0.6972,34.86,2.49,1045.8,0,303.78,0,23.655,14.9,0,1992,149.4,0,34.86,0.249
1101,unsweetened almond milk,1,cups,239.96,224.5,0.2149,16.2284,2.3996,1091.3,0,37.8228,0,0,196.2,0.8,645,29.8764,0,16.28,0.161
1102,chickpea,1,cups,200,21400,8.62,114,48,40940,0,1436,0,8,1206,0,24400,756,0,158,5.52
1103,shake,16,floz,454.4,94742.4,1.4086,599.808,504.384,13859.2,49.984,1017.856,0,0,7638.5,0,1363.2,540.736,0,72.704,2.1811
1104,marshmallows,1,regular,7.2,4144.3,0.0166,0.216,5.76,129.6,0,0.36,0,0,4,0,7.2,22.896,0,0.144,0.0029
1105,prosecco,1,flute,147,1411.2,0.3969,13.23,7.35,102.9,0,104.37,0,0,0,0,0,120.54,15141,14.7,0.1764
1106,cola,1,floz,370,36778,0.074,3.7,11.1,0,0,18.5,0,0,0,0,0,155.4,0,0,0.333
1107,queso cotija,2,tsp,5,0,0,40,70,1000,5,6.25,0,0,875,0,0,18.3,0,1.9,0.1935
1108,spicy brown mustard,1,tsp,5.19,47.7,0.0835,3.2682,57.2711,194,0,7.8852,0,0.0156,11.1,0.5,207.5,3.1126,0,2.4901,0.0332
1109,bagels,1,medium bagel,105,8851.5,3.7485,229.95,443.1,11088,0,112.35,0,0,378,22.1,1680,277.2,0,30.45,0.8715
1110,egg nog,1,cups,254,20447,0.508,330.2,137.16,11557,149.86,419.1,19913.6,3.81,6581.1,0,0,223.52,0,48.26,1.1684
1111,reduced sodium beef broth,1,cups,219,438,0.0876,6.57,492.75,2496.6,0,43.8,0,0,92,6.6,0,13.14,0,2.19,0.5256
1112,yams,1,cups,150,750,0.81,25.5,13.5,2295,0,1224,0,25.65,55.5,0,6150,177,0,31.5,0.36
1113,skinless chicken thighs,1,thigh without skin,148,0,0.888,11.84,230.88,28282.8,128.76,346.32,0,0,1330.5,25.2,0,162.8,0,31.08,2.2644
1114,low fat chocolate milk,1,cups,250,24850,0.575,322.5,162.5,8650,12.5,430,0,1,1460,0,250,155,0,32.5,1.075
1115,instant pudding,0.5,cups,142,0,0.568,147.68,403.28,4473,8.52,238.56,0,1.136,1510.9,0,568,149.1,0,26.98,0.6106
1116,fat free cream cheese,1,tbsp,18,986.4,0.0342,63.18,126.36,2824.2,2.16,50.04,871.2,0,115.9,0,0,18.9,0,3.96,0.27
1117,instant chocolate pudding,0.5,cups,142,0,0.568,147.68,403.28,4473,8.52,238.56,0,1.136,1510.9,0,568,149.1,0,26.98,0.6106
1118,lemon pepper seasoning,1,servings,0.95,2.6,0.0407,1.904,213.249,41.6,0,5.36,0,0,5.6,0,101.2,1.004,0,0.6895,0.0053
1119,coffee liqueur,1,floz,34.8,11205.6,0.0209,0.348,2.784,34.8,0,10.44,0,0,36.9,0,0,107.184,9048,1.044,0.0104
1120,sugar syrup,1,cups,327.6,149700,0.0928,3.276,3.276,0,0,3,0,0,0,0,0,580.5,0,1.776,0.015
1121,wheat tortillas,1,servings,41,1000.4,1.0783,100.04,209.92,4001.6,0,107.42,0,0,2000,0,4018,127.1,0,34.85,0.7872
1122,red bell pepper,1,medium,119,4998,0.5117,8.33,4.76,1178.1,0,251.09,0,151.963,32.1,0,2499,36.89,0,14.28,0.2975
1123,hershey kisses,9,pieces,41,23000,1.44,80,35,3000,10,0,0,0,7000,0,1000,200,0,0,0
1124,evoo,1,tbsp,13.5,0,0.0756,0.135,0.27,0,0,0.135,0,0,1864.1,0,0,119.34,0,0,0
1125,beefsteak tomatoes,1,"large whole (3"" dia)",182,4786.6,0.4914,18.2,9.1,1601.6,0,431.34,0,24.934,51,0,2184,32.76,0,20.02,0.3094
1126,wax beans,1,cups,100,3270,1.04,37,6,1820,0,209,0,16.3,26,0,3400,31,0,25,0.24
1127,cane sugar,1,tsp,4.2,4191.6,0.0021,0.042,0.042,0,0,0.084,0,0,0,0,0,16.254,0,0,0.0004
1128,shredded wheat,1,cups,49,396.9,1.6317,22.05,1.96,5507.6,0,175.42,0,0,198.5,0,5782,170.52,0,84.28,1.2446
