#,cocktail_id,cocktail_name,is_alcoholic,serving_glass,cocktail_picture,cocktail_details,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line
49,11064,Banana Daiquiri,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,rum,1.012142857,1 1/2 oz light rum,triple sec,0.005208333,1 tblsp triple sec,banana,1,1 banana,lime juice,0.966136364,1 1/2 oz lime juice,sugar,1,1 tsp sugar,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,17195,Bellini,Alcoholic,Champagne Flute,https://www.thecocktaildb.com/images/media/drink/eaag491504367543.jpg,"Pour peach puree into chilled flute, add sparkling wine. Stir gently.",champagne,1.156734694,6 oz champagne,schnapps,0.928267278,1 oz peach schnapps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16176,Bellini Martini,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",ice,8,8 cubes ice,vodka,2.024285714,3 oz vodka,peach,0.242914286,1.5 oz peach nectar,schnapps,1.392400917,1.5 oz peach schnapps,lemon peel,1,1 lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11084,Bermuda Highball,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/qrvtww1441206528.jpg,"Pour brandy, gin, and dry vermouth into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",brandy,0.506071429,3/4 oz brandy,gin,0.506071429,3/4 oz gin,dry vermouth,0.720508475,3/4 oz dry vermouth,water,1,carbonated water,lemon peel,1,lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,17184,Between The Sheets,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/of1rj41504348346.jpg,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",brandy,0.674761905,1 oz brandy,rum,0.674761905,1 oz light rum,triple sec,0.76802168,1 oz triple sec,lemon juice,5.668,1 oz lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,11102,Black Russian,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/2k5gbb1504367689.jpg,Pour the ingredients into an old fashioned glass filled with ice cubes. Stir gently.,coffee liqueur,0.610775862,3/4 oz coffee liqueur,vodka,1.012142857,1 1/2 oz vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11106,Blackthorn,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/xvswvy1441209430.jpg,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,vermouth,0.960677966,1 oz sweet vermouth,gin,1.012142857,1 1/2 oz sloe gin,lemon peel,1,1 twist of lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,11112,Bloody Maria,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/yz0j6z1504389461.jpg,Shake all ingredients (except lemon slice) with cracked ice and strain into an old-fashioned glass over ice cubes. Add the slice of lemon and serve.,tequila,0.674761905,1 oz tequila,tomato juice,0.233251029,2 oz tomato juice,lemon juice,1,1 dash lemon juice,tabasco sauce,1,1 dash tabasco sauce,celery salt,1,1 dash celery salt,lemon,1,1 slice lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,11113,Bloody Mary,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg,"Stirring gently, pour all ingredients into highball glass. Garnish.",vodka,1.012142857,1 1/2 oz vodka,tomato juice,0.349876543,3 oz tomato juice,lemon juice,1,1 dash lemon juice,worcestershire sauce,0.168529412,1/2 tsp worcestershire sauce,tabasco sauce,8.51E-06,2 3 drops tabasco sauce,lime,1,1 wedge lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,11119,Blue Mountain,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.",rum,1.012142857,1 1/2 oz anejo rum,tia maria,0.2725,1/2 oz tia maria,vodka,0.337380952,1/2 oz vodka,orange juice,0.113815261,1 oz orange juice,lemon juice,1,1 tsp lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,11124,Boomerang,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/3m6yz81504389551.jpg,"In a mixing glass half-filled with ice cubes, combine the gin, vermouth, bitters, and maraschino liqueur. Stir well. Strain into a cocktail glass and garnish with the cherry.",gin,1.34952381,2 oz gin,dry vermouth,0.480338983,1/2 oz dry vermouth,bitters,2,2 dashes bitters,liqueur,0.000867917,1/2 tsp maraschino liqueur,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11128,Boston Sidecar,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",rum,0.506071429,3/4 oz light rum,brandy,0.506071429,3/4 oz brandy,triple sec,0.57601626,3/4 oz triple sec,lime,0.5,juice of 1/2 lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11129,Boston Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/kxlgbi1504366100.jpg,"Shake juice of lemon, powdered sugar, blended whiskey, and egg white with cracked ice and strain into a whiskey sour glass. Add the slice of lemon, top with the cherry, and serve.",whiskey,1.34952381,2 oz blended whiskey,lemon,0.5,juice of 1/2 lemon,powdered sugar,0.020833333,1 tsp powdered sugar,egg white,1,1 egg white,lemon,1,1 slice lemon,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,11146,Bourbon Sling,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",sugar,1,1 tsp superfine sugar,water,0.041603376,2 tsp water,lemon juice,5.668,1 oz lemon juice,bourbon,1.34952381,2 oz bourbon,lemon peel,1,1 twist of lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,11147,Bourbon Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/dms3io1504366318.jpg,"In a shaker half-filled with ice cubes, combine the bourbon, lemon juice, and sugar. Shake well. Strain into a whiskey sour glass, garnish with the orange slice and cherry.",bourbon,1.34952381,2 oz bourbon,lemon juice,5.668,1 oz lemon juice,sugar,0.5,1/2 tsp superfine sugar,orange,1,1 orange,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,11149,Boxcar,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",gin,1.012142857,1 1/2 oz gin,triple sec,0.76802168,1 oz triple sec,lemon juice,1,1 tsp lemon juice,grenadine,0.1675,1/2 tsp grenadine,egg white,1,1 egg white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,11016,Brandy Alexander,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/tvqxvr1483387746.jpg,Shake all ingredients (except nutmeg) with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,brandy,0.674761905,1 oz brandy,creme de cacao,0.771156463,1 oz white creme de cacao,light cream,0.944666667,1 oz light cream,nutmeg,1,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,11157,Brandy Cobbler,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/vtvutr1439465836.jpg,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",sugar,1,1 tsp superfine sugar,club soda,0.358734177,3 oz club soda,lemon,1,1 lemon,brandy,1.34952381,2 oz brandy,maraschino cherry,1,1 maraschino cherry,orange,1,1 orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,11164,Brandy Flip,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/6ty09d1504366461.jpg,"In a shaker half-filled with ice cubes, combine the brandy, egg, sugar, and cream. Shake well. Strain into a sour glass and garnish with the nutmeg.",brandy,1.34952381,2 oz brandy,egg,1,1 whole egg,sugar,1,1 tsp superfine sugar,light cream,0.472333333,1/2 oz light cream,nutmeg,0.125,1/8 tsp grated nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,11170,Brandy Sour,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/tu0mts1504366540.jpg,"Shake brandy, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with the lemon slice, top with the cherry, and serve.",brandy,1.34952381,2 oz brandy,lemon,0.5,juice of 1/2 lemon,powdered sugar,0.010416667,1/2 tsp powdered sugar,lemon,0.5,1/2 slice lemon,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,13206,Caipirissima,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,lime,2,2 lime,sugar,6,2 tblsp sugar,rum,1.34952381,2 3 oz white rum,ice,1,crushed ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,11205,California Lemonade,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,whiskey,1.34952381,2 oz blended whiskey,lemon,1,juice of 1 lemon,lime,1,juice of 1 lime,powdered sugar,0.066666667,1 tblsp powdered sugar,grenadine,0.08375,1/4 tsp grenadine,water,1,carbonated water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,11222,Casa Blanca,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",rum,1.34952381,2 oz light rum,triple sec,0.00260375,1 1/2 tsp triple sec,lime juice,0.171818182,1 1/2 tsp lime juice,liqueur,0.00260375,1 1/2 tsp maraschino liqueur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,17185,Casino,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,gin,1.34952381,2 oz gin,liqueur,0.000433958,1/4 tsp maraschino liqueur,lemon juice,0.25,1/4 tsp lemon juice,bitters,2,2 dashes orange bitters,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,11224,Casino Royale,Alcoholic,Whiskey sour glass,https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",gin,1.34952381,2 oz gin,lemon juice,2.834,1/2 oz lemon juice,liqueur,0.001735833,1 tsp maraschino liqueur,bitters,1,1 dash orange bitters,egg yolk,1,1 egg yolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,11227,Champagne Cocktail,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/ehh5df1504366811.jpg,Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.,champagne,1,chilled champagne,sugar,1,1 piece sugar,bitters,2,2 dashes bitters,lemon peel,1,1 twist of lemon peel,cognac,1,1 dash cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,11239,Cherry Rum,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",rum,0.843452381,1 1/4 oz light rum,cherry,0.586796341,1 1/2 tsp cherry brandy,light cream,0.5,1 tblsp light cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,11242,Chicago Fizz,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",rum,0.674761905,1 oz light rum,port,0.977241379,1 oz port,lemon,0.5,juice of 1/2 lemon,powdered sugar,0.020833333,1 tsp powdered sugar,egg white,1,1 egg white,water,1,carbonated water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,11243,Chocolate Black Russian,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,kahlua,0.814367816,1 oz kahlua,vodka,0.337380952,1/2 oz vodka,chocolate ice cream,1.073484848,5 oz chocolate ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,11251,City Slicker,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",brandy,1.34952381,2 oz brandy,triple sec,0.38401084,1/2 oz triple sec,lemon juice,3,1 tblsp lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,11145,Classic Old-Fashioned,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",bitters,3,3 dashes bitters,water,0.020801688,1 tsp water,sugar,1,1 sugar,bourbon,2.024285714,3 oz bourbon,orange,1,1 orange,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,11255,Clove Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",vermouth,0.960677966,1 oz sweet vermouth,gin,0.337380952,1/2 oz sloe gin,wine,0.096394558,1/2 oz muscatel wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,17186,Clover Club,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",gin,1.012142857,1 1/2 oz gin,grenadine,0.67,2 tsp grenadine,lemon,0.5,juice of 1/2 lemon,egg white,1,1 egg white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,13751,Cuba Libra,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,rum,0.661904762,1 2 shot dark rum,lime,1,squeeze lime,coca cola,1,fill with coca cola,ice,1,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,11288,Cuba Libre,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,rum,1.34952381,2 oz light rum,lime,0.5,juice of 1/2 lime,coca cola,1,coca cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,11291,Daiquiri,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,rum,1.012142857,1 1/2 oz light rum,lime,0.5,juice of 1/2 lime,powdered sugar,0.020833333,1 tsp powdered sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,17211,Dark and Stormy,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,rum,0.01748256,5 cl dark rum,ginger beer,0.004401622,10 cl ginger beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,17187,Derby,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,gin,0.020979071,6 cl gin,bitters,2,2 dashes peach bitters,fresh mint,0.026315789,2 fresh leaves mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,11320,Dragonfly,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",gin,1.012142857,1 1/2 oz gin,ginger ale,0.309726776,4 oz ginger ale,lime,1,1 lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,11324,Dry Rob Roy,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",scotch,1.686904762,2 1/2 oz scotch,dry vermouth,0.250169492,1 1/2 tsp dry vermouth,lemon peel,1,1 twist of lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,11338,English Highball,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,"Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",brandy,0.506071429,3/4 oz brandy,gin,0.506071429,3/4 oz gin,vermouth,0.720508475,3/4 oz sweet vermouth,water,1,carbonated water,lemon peel,1,lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11339,English Rose Cocktail,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.,apricot,0.607285714,3/4 oz apricot brandy,gin,1.012142857,1 1/2 oz gin,dry vermouth,0.720508475,3/4 oz dry vermouth,grenadine,0.335,1 tsp grenadine,lemon juice,0.25,1/4 tsp lemon juice,cherry,1,1 cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,11368,Flying Dutchman,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",gin,1.34952381,2 oz gin,triple sec,0.38401084,1/2 oz triple sec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11369,Flying Scotchman,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",scotch,0.674761905,1 oz scotch,vermouth,0.960677966,1 oz sweet vermouth,bitters,1,1 dash bitters,sugar syrup,0.005212149,1/4 tsp sugar syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,11375,Foxy Lady,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",amaretto liqueur,0.407183908,1/2 oz amaretto,creme de cacao,0.385578231,1/2 oz creme de cacao,light cream,1.889333333,2 oz light cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11379,"French ""75""",Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,"In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry.",gin,1.012142857,1 1/2 oz gin,sugar,2,2 tsp superfine sugar,lemon juice,8.502,1 1/2 oz lemon juice,champagne,0.771156463,4 oz chilled champagne,orange,1,1 orange,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,17197,French 75,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,"Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.",gin,1.012142857,1 1/2 oz gin,sugar,2,2 tsp superfine sugar,lemon juice,8.502,1 1/2 oz lemon juice,champagne,0.771156463,4 oz chilled champagne,orange,1,1 orange,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,17198,French Connection,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,cognac,1.012142857,1 1/2 oz cognac,amaretto liqueur,0.610775862,3/4 oz amaretto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11387,Frozen Daiquiri,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,"Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve.",rum,1.012142857,1 1/2 oz light rum,triple sec,0.005208333,1 tblsp triple sec,lime juice,0.966136364,1 1/2 oz lime juice,sugar,1,1 tsp sugar,cherry,1,1 cherry,ice,1,1 cup crushed ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,11390,Frozen Mint Daiquiri,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,rum,1.34952381,2 oz light rum,lime juice,0.343863636,1 tblsp lime juice,mint,6,6 mint,sugar,1,1 tsp sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,11391,Frozen Pineapple Daiquiri,Alcoholic,Champagne flute,https://www.thecocktaildb.com/images/media/drink/j2mqsb1504736097.jpg,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a champagne flute and serve.,rum,1.012142857,1 1/2 oz light rum,pineapple,8,4 chunks pineapple,lime juice,0.343863636,1 tblsp lime juice,sugar,0.5,1/2 tsp sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,11396,Gentleman's Club,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/ezvy1c1504883335.jpg,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",gin,1.012142857,1 1/2 oz gin,brandy,0.674761905,1 oz brandy,vermouth,0.960677966,1 oz sweet vermouth,club soda,0.119578059,1 oz club soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,17002,Gideon's Green Dinosaur,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/p5r0tr1503564636.jpg,Add all ingredients in collins glass with ice and stir.,rum,0.337380952,1/2 oz dark rum,vodka,0.337380952,1/2 oz vodka,triple sec,0.38401084,1/2 oz triple sec,tequila,0.337380952,1/2 oz tequila,liqueur,0.286262626,1/2 oz melon liqueur,mountain dew,1,fill with mountain dew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,11403,Gin And Tonic,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/wtyxvx1472405831.jpg,Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.,gin,1.34952381,2 oz gin,water,0.597890295,5 oz tonic water,lime,1,1 lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,11407,Gin Cooler,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/wsyrvv1478820109.jpg,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,gin,1.34952381,2 oz gin,water,1,carbonated water,powdered sugar,1,powdered sugar,orange,1,orange spiral,lemon peel,1,lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
